,filename,width,height,class,xmin,ymin,xmax,ymax
1796,201009032.jpg,400,300,bowl,344.0,54.0,365.0,68.0
1797,201009033.jpg,400,300,bowl,61.0,217.0,154.0,274.0
1798,201009033.jpg,400,300,plate,138.0,202.0,239.0,262.0
1799,201009033.jpg,400,300,plate,216.0,219.0,324.0,297.0
1800,201009062.jpg,400,300,bowl,277.0,98.0,298.0,115.0
1801,20100908.jpg,400,300,aquarium,1.0,88.0,98.0,203.0
1802,20100908.jpg,400,300,aquarium,139.0,129.0,235.0,183.0
1803,20100908.jpg,400,300,aquarium,245.0,135.0,295.0,198.0
1804,201009087.jpg,640,480,bucket,351.0,266.0,543.0,451.0
1805,20100909.jpg,301,400,bowl,45.0,254.0,209.0,386.0
1806,20100909.jpg,301,400,bowl,78.0,183.0,186.0,259.0
1807,20100909.jpg,301,400,bucket,112.0,124.0,172.0,188.0
1808,20100909.jpg,301,400,styrofoam,156.0,45.0,211.0,97.0
1809,20100909.jpg,301,400,plastic_bag,1.0,1.0,37.0,65.0
1810,20100910.jpg,400,300,bowl,61.0,92.0,168.0,191.0
1811,20100910.jpg,400,300,bowl,63.0,148.0,161.0,251.0
1812,20100910.jpg,400,300,bowl,279.0,62.0,387.0,143.0
1813,20100910.jpg,400,300,bucket,269.0,102.0,379.0,228.0
1814,20100910.jpg,400,300,bucket,98.0,30.0,226.0,165.0
1815,20100910.jpg,400,300,plastic_bag,63.0,14.0,123.0,64.0
1816,20100910.jpg,400,300,bowl,140.0,213.0,243.0,299.0
1817,20100910.jpg,400,300,bowl,145.0,157.0,267.0,258.0
1818,2010091010.jpg,242,179,styrofoam,45.0,15.0,89.0,40.0
1819,2010091010.jpg,242,179,styrofoam,45.0,34.0,89.0,64.0
1820,2010091019.jpg,288,210,bucket,18.0,48.0,94.0,162.0
1821,2010091019.jpg,288,210,aquarium,164.0,81.0,211.0,131.0
1822,2010091021.jpg,293,221,water_tower,235.0,29.0,293.0,217.0
1823,2010091025.jpg,800,600,bucket,207.0,215.0,280.0,316.0
1824,2010091025.jpg,800,600,bucket,337.0,170.0,475.0,386.0
1825,2010091026.jpg,800,600,plastic_bag,18.0,99.0,208.0,345.0
1826,2010091026.jpg,800,600,bowl,173.0,147.0,495.0,473.0
1827,2010091027.jpg,800,600,bucket,385.0,196.0,526.0,348.0
1828,2010091028.jpg,800,600,bucket,190.0,238.0,335.0,409.0
1829,2010091035.jpg,800,518,plastic_bag,208.0,185.0,714.0,503.0
1830,2010091036.jpg,639,477,bucket,58.0,132.0,266.0,400.0
1831,2010091036.jpg,639,477,bowl,326.0,50.0,569.0,275.0
1832,2010091036.jpg,639,477,bowl,34.0,143.0,95.0,203.0
1833,2010091036.jpg,639,477,bucket,578.0,48.0,639.0,104.0
1834,2010091036.jpg,639,477,plastic_bag,566.0,99.0,639.0,177.0
1835,2010091040.jpg,800,533,bowl,431.0,227.0,481.0,255.0
1836,2010091040.jpg,800,533,bowl,457.0,216.0,502.0,243.0
1837,2010091040.jpg,800,533,bucket,153.0,287.0,200.0,349.0
1838,2010091041.jpg,640,480,plastic_bag,124.0,298.0,215.0,354.0
1839,201009107.jpg,640,480,bucket,372.0,51.0,438.0,157.0
1840,201009107.jpg,640,480,bucket,428.0,12.0,621.0,209.0
1841,201009107.jpg,640,480,bucket,575.0,142.0,640.0,276.0
1842,201009107.jpg,640,480,styrofoam,265.0,125.0,386.0,237.0
1843,201009107.jpg,640,480,styrofoam,38.0,226.0,265.0,337.0
1844,201009107.jpg,640,480,styrofoam,1.0,360.0,163.0,480.0
1845,201009107.jpg,640,480,styrofoam,338.0,301.0,524.0,480.0
1846,201009107.jpg,640,480,styrofoam,494.0,306.0,640.0,458.0
1847,201009107.jpg,640,480,styrofoam,115.0,96.0,244.0,130.0
1848,201009108.jpg,640,480,tub,1.0,121.0,639.0,480.0
1849,201009108.jpg,640,480,bowl,512.0,186.0,615.0,328.0
1850,201009109.jpg,640,480,water_tower,212.0,73.0,427.0,448.0
1851,201009137.jpg,640,480,plastic_bag,165.0,166.0,297.0,229.0
1852,201009137.jpg,640,480,plastic_bag,1.0,210.0,171.0,285.0
1853,201009137.jpg,640,480,plastic_bag,38.0,104.0,165.0,215.0
1854,201009137.jpg,640,480,plastic_bag,1.0,113.0,50.0,212.0
1855,2010091410.jpg,800,600,bucket,22.0,210.0,86.0,276.0
1856,2010091410.jpg,800,600,bottle,186.0,244.0,210.0,313.0
1857,2010091410.jpg,800,600,bowl,142.0,197.0,167.0,220.0
1858,2010091410.jpg,800,600,bucket,62.0,436.0,158.0,566.0
1859,2010091410.jpg,800,600,bucket,150.0,444.0,284.0,600.0
1860,2010091410.jpg,800,600,bucket,288.0,444.0,388.0,563.0
1861,2010091410.jpg,800,600,bucket,397.0,139.0,677.0,582.0
1862,2010091410.jpg,800,600,plate,86.0,261.0,158.0,280.0
1863,2010091410.jpg,800,600,plate,289.0,412.0,412.0,463.0
1864,2010091410.jpg,800,600,bowl,175.0,200.0,197.0,226.0
1865,201009145.jpg,640,480,tire,308.0,262.0,424.0,312.0
1866,201009145.jpg,640,480,plastic_bag,519.0,217.0,594.0,248.0
1867,201009145.jpg,640,480,plastic_bag,307.0,184.0,350.0,270.0
1868,201009145.jpg,640,480,plastic_bag,362.0,186.0,433.0,266.0
1869,201009145.jpg,640,480,plastic_bag,442.0,234.0,485.0,274.0
1870,201009145.jpg,640,480,plastic_bag,597.0,361.0,640.0,476.0
1871,201009145.jpg,640,480,plastic_bag,535.0,357.0,593.0,451.0
1872,201009145.jpg,640,480,tire,9.0,203.0,62.0,296.0
1873,201009151.jpg,480,640,bucket,34.0,336.0,83.0,388.0
1874,2010091510.jpg,640,480,bucket,282.0,247.0,332.0,294.0
1875,2010091511.jpg,640,480,water_tower,49.0,1.0,147.0,141.0
1876,2010091515.jpg,400,300,box,122.0,196.0,173.0,216.0
1877,2010091516.jpg,400,300,plastic_bag,121.0,96.0,400.0,163.0
1878,2010091516.jpg,400,300,bucket,79.0,29.0,88.0,41.0
1879,2010091519.jpg,400,300,styrofoam,114.0,171.0,176.0,206.0
1880,2010091519.jpg,400,300,bucket,73.0,146.0,116.0,204.0
1881,2010091519.jpg,400,300,plastic_bag,25.0,229.0,78.0,287.0
1882,2010091519.jpg,400,300,plastic_bag,63.0,217.0,101.0,244.0
1883,2010091519.jpg,400,300,plastic_bag,77.0,235.0,111.0,281.0
1884,2010091519.jpg,400,300,bottle,213.0,213.0,224.0,228.0
1885,2010091519.jpg,400,300,bottle,226.0,214.0,237.0,227.0
1886,2010091519.jpg,400,300,bottle,236.0,211.0,249.0,228.0
1887,2010091519.jpg,400,300,plate,277.0,277.0,302.0,300.0
1888,2010091522.jpg,800,600,bucket,151.0,52.0,276.0,180.0
1889,2010091522.jpg,800,600,bucket,256.0,392.0,413.0,552.0
1890,2010091522.jpg,800,600,bucket,420.0,365.0,578.0,526.0
1891,2010091522.jpg,800,600,bucket,660.0,259.0,800.0,395.0
1892,2010091522.jpg,800,600,bowl,299.0,115.0,465.0,207.0
1893,2010091522.jpg,800,600,bottle,351.0,298.0,390.0,393.0
1894,2010091522.jpg,800,600,bottle,390.0,316.0,422.0,398.0
1895,2010091522.jpg,800,600,plastic_bag,513.0,262.0,617.0,352.0
1896,2010091522.jpg,800,600,bottle,318.0,299.0,357.0,394.0
1897,2010091522.jpg,800,600,bucket,220.0,256.0,325.0,398.0
1898,2010091522.jpg,800,600,bottle,14.0,84.0,57.0,157.0
1899,2010091522.jpg,800,600,bottle,630.0,204.0,669.0,299.0
1900,201009153.jpg,640,480,plastic_bag,171.0,28.0,592.0,230.0
1901,201009153.jpg,640,480,bowl,283.0,212.0,318.0,250.0
1902,201009153.jpg,640,480,bowl,525.0,234.0,572.0,257.0
1903,201009153.jpg,640,480,plastic_bag,328.0,226.0,461.0,304.0
1904,201009153.jpg,640,480,plastic_bag,1.0,154.0,171.0,416.0
1905,201009157.jpg,640,480,bucket,254.0,281.0,387.0,447.0
1906,201009157.jpg,640,480,toilet,245.0,82.0,378.0,179.0
1907,201009161.jpg,400,300,bucket,213.0,206.0,281.0,279.0
1908,201009161.jpg,400,300,bucket,101.0,160.0,169.0,257.0
1909,201009161.jpg,400,300,bucket,111.0,257.0,182.0,300.0
1910,201009161.jpg,400,300,bucket,262.0,147.0,291.0,183.0
1911,201009161.jpg,400,300,bowl,304.0,120.0,350.0,139.0
1912,201009161.jpg,400,300,plastic_bag,202.0,138.0,262.0,178.0
1913,201009161.jpg,400,300,plastic_bag,135.0,128.0,186.0,149.0
1914,201009161.jpg,400,300,styrofoam,1.0,239.0,133.0,300.0
1916,201009164.jpg,400,300,water_tower,22.0,47.0,171.0,247.0
1918,201009241.jpg,400,301,box,97.0,127.0,185.0,216.0
1919,201009241.jpg,400,301,box,194.0,86.0,289.0,189.0
1920,201009241.jpg,400,301,box,122.0,40.0,213.0,128.0
1921,201009241.jpg,400,301,box,130.0,254.0,205.0,301.0
1922,201009241.jpg,400,301,box,252.0,70.0,315.0,144.0
1923,2010092416.jpg,400,300,bucket,179.0,130.0,255.0,217.0
1924,2010092416.jpg,400,300,bucket,213.0,104.0,256.0,145.0
1925,2010092416.jpg,400,300,plastic_bag,1.0,1.0,176.0,222.0
1926,2010092416.jpg,400,300,plastic_bag,160.0,40.0,247.0,112.0
1927,2010092416.jpg,400,300,plastic_bag,249.0,156.0,305.0,212.0
1928,2010092420.jpg,400,300,bucket,155.0,143.0,271.0,278.0
1929,2010092420.jpg,400,300,bucket,38.0,152.0,136.0,263.0
1930,2010092421.jpg,400,300,box,78.0,140.0,152.0,190.0
1931,2010092421.jpg,400,300,box,253.0,92.0,279.0,121.0
1932,2010092422.jpg,400,300,bowl,181.0,222.0,250.0,283.0
1933,2010092422.jpg,400,300,bowl,122.0,116.0,189.0,169.0
1934,2010092422.jpg,400,300,bowl,118.0,154.0,143.0,179.0
1935,2010092422.jpg,400,300,bucket,258.0,78.0,300.0,128.0
1936,2010092422.jpg,400,300,bucket,281.0,66.0,334.0,127.0
1937,2010092422.jpg,400,300,bucket,198.0,189.0,231.0,223.0
1938,2010092422.jpg,400,300,bowl,14.0,182.0,53.0,239.0
1939,2010092422.jpg,400,300,toilet,155.0,63.0,195.0,94.0
1940,2010092425.jpg,400,300,styrofoam,43.0,113.0,144.0,144.0
1941,2010092425.jpg,400,300,plastic_bag,366.0,148.0,391.0,168.0
1942,201009246.jpg,400,301,plastic_bag,55.0,156.0,183.0,267.0
1943,201009246.jpg,400,301,plastic_bag,282.0,196.0,342.0,271.0
1944,201009246.jpg,400,301,plastic_bag,209.0,194.0,283.0,272.0
1945,201009246.jpg,400,301,plastic_bag,264.0,130.0,325.0,208.0
1946,201009246.jpg,400,301,plastic_bag,185.0,159.0,249.0,259.0
1947,201009246.jpg,400,301,plastic_bag,163.0,108.0,241.0,173.0
1948,201009246.jpg,400,301,plastic_bag,67.0,102.0,92.0,136.0
1949,201009246.jpg,400,301,bottle,51.0,122.0,69.0,137.0
1950,201009246.jpg,400,301,bottle,183.0,84.0,214.0,108.0
1951,201009246.jpg,400,301,bottle,100.0,135.0,126.0,154.0
1952,201009246.jpg,400,301,bucket,19.0,87.0,39.0,107.0
1953,201009246.jpg,400,301,bottle,81.0,21.0,91.0,37.0
1954,201009246.jpg,400,301,bottle,31.0,29.0,42.0,42.0
1955,201009246.jpg,400,301,plastic_bag,85.0,47.0,113.0,85.0
1956,201009246.jpg,400,301,plate,148.0,64.0,178.0,94.0
1957,201009247.jpg,400,301,bowl,104.0,275.0,124.0,293.0
1958,201009247.jpg,400,301,plastic_bag,184.0,205.0,242.0,232.0
1959,201009249.jpg,400,301,bowl,104.0,137.0,161.0,171.0
1960,201009249.jpg,400,301,bowl,52.0,144.0,119.0,192.0
1961,201009249.jpg,400,301,bowl,95.0,183.0,122.0,208.0
1962,201009249.jpg,400,301,bottle,127.0,188.0,143.0,212.0
1963,201009249.jpg,400,301,bucket,203.0,174.0,259.0,257.0
1964,201009249.jpg,400,301,bucket,143.0,170.0,205.0,239.0
1965,201009249.jpg,400,301,bucket,83.0,95.0,111.0,113.0
1966,201009249.jpg,400,301,bowl,1.0,244.0,79.0,301.0
1967,201009249.jpg,400,301,bottle,259.0,208.0,274.0,225.0
1968,201009249.jpg,400,301,bottle,257.0,183.0,271.0,206.0
1969,20100929.jpg,400,300,bottle,286.0,172.0,303.0,196.0
1970,20100929.jpg,400,300,bottle,219.0,250.0,241.0,287.0
1971,20100929.jpg,400,300,bottle,150.0,170.0,162.0,195.0
1972,20100929.jpg,400,300,box,297.0,190.0,329.0,218.0
1973,20100929.jpg,400,300,bottle,181.0,207.0,201.0,220.0
1974,20100929.jpg,400,300,plastic_bag,82.0,255.0,183.0,292.0
1975,20100929.jpg,400,300,plastic_bag,218.0,159.0,256.0,204.0
1976,201009291.jpg,400,300,bowl,223.0,144.0,258.0,180.0
1977,201009291.jpg,400,300,bucket,201.0,122.0,234.0,157.0
1978,201009291.jpg,400,300,plastic_bag,1.0,112.0,116.0,162.0
1979,201009291.jpg,400,300,washing_machine,260.0,10.0,400.0,253.0
1980,201009291.jpg,400,300,bucket,119.0,148.0,153.0,201.0
1981,201009294.jpg,400,300,plastic_bag,79.0,91.0,264.0,127.0
1982,201009294.jpg,400,300,plastic_bag,265.0,75.0,333.0,122.0
1983,201009294.jpg,400,300,plastic_bag,202.0,124.0,317.0,262.0
1984,2010093013.jpg,400,300,bucket,77.0,200.0,107.0,262.0
1985,2010093015.jpg,400,300,water_tower,122.0,137.0,150.0,173.0
1986,2010093019.jpg,400,300,water_tower,50.0,31.0,394.0,265.0
1987,2010093019.jpg,400,300,bottle,282.0,252.0,319.0,277.0
1988,2010093019.jpg,400,300,bucket,332.0,165.0,371.0,202.0
1989,2010093019.jpg,400,300,bottle,265.0,263.0,279.0,288.0
1990,2010093019.jpg,400,300,bottle,291.0,275.0,314.0,300.0
1991,201009302.jpg,400,267,bucket,221.0,155.0,248.0,187.0
1992,201009302.jpg,400,267,bucket,236.0,80.0,269.0,122.0
1993,201009302.jpg,400,267,bottle,166.0,228.0,192.0,242.0
1994,201009302.jpg,400,267,bowl,152.0,171.0,192.0,194.0
1995,201009302.jpg,400,267,plastic_bag,92.0,116.0,131.0,173.0
1996,201009302.jpg,400,267,plastic_bag,35.0,101.0,96.0,176.0
1997,201009302.jpg,400,267,plastic_bag,127.0,146.0,157.0,175.0
1998,201009302.jpg,400,267,plastic_bag,148.0,117.0,215.0,151.0
1999,201009303.jpg,400,267,bowl,280.0,134.0,324.0,174.0
2000,201009303.jpg,400,267,bowl,196.0,84.0,237.0,118.0
2001,201009303.jpg,400,267,bowl,183.0,242.0,200.0,261.0
2002,201009303.jpg,400,267,bottle,162.0,233.0,194.0,262.0
2003,201009303.jpg,400,267,bucket,277.0,51.0,334.0,124.0
2004,201009303.jpg,400,267,plate,373.0,77.0,400.0,95.0
2005,201009303.jpg,400,267,bucket,367.0,91.0,400.0,138.0
2006,201009303.jpg,400,267,bowl,69.0,29.0,130.0,101.0
2007,201009303.jpg,400,267,plastic_bag,125.0,100.0,194.0,140.0
2008,201009303.jpg,400,267,plastic_bag,157.0,129.0,239.0,157.0
2009,201009303.jpg,400,267,plastic_bag,93.0,96.0,128.0,111.0
2010,201009304.jpg,400,267,plastic_bag,59.0,125.0,180.0,230.0
2011,201009304.jpg,400,267,box,14.0,155.0,65.0,188.0
2012,201009304.jpg,400,267,bottle,14.0,182.0,37.0,201.0
2013,201009304.jpg,400,267,bottle,20.0,218.0,44.0,241.0
2014,201009304.jpg,400,267,bottle,45.0,205.0,74.0,223.0
2015,201009304.jpg,400,267,bottle,70.0,223.0,107.0,242.0
2016,201009304.jpg,400,267,bottle,288.0,132.0,301.0,173.0
2017,201009304.jpg,400,267,bottle,302.0,137.0,315.0,178.0
2018,201009304.jpg,400,267,bottle,322.0,147.0,340.0,182.0
2019,201009304.jpg,400,267,bottle,301.0,192.0,350.0,214.0
2020,201009304.jpg,400,267,plastic_bag,112.0,232.0,139.0,255.0
2021,201009304.jpg,400,267,bucket,348.0,125.0,400.0,160.0
2022,201009306.jpg,400,267,plastic_bag,166.0,200.0,267.0,267.0
2023,201009306.jpg,400,267,plastic_bag,343.0,198.0,400.0,246.0
2024,201009306.jpg,400,267,plastic_bag,56.0,95.0,158.0,250.0
2025,201009307.jpg,400,267,bucket,84.0,94.0,108.0,122.0
2026,201009307.jpg,400,267,plastic_bag,91.0,50.0,122.0,81.0
2027,201009307.jpg,400,267,bottle,87.0,214.0,105.0,251.0
2028,201009307.jpg,400,267,bottle,109.0,217.0,145.0,238.0
2029,201009307.jpg,400,267,bottle,173.0,240.0,193.0,260.0
2030,201009307.jpg,400,267,plastic_bag,207.0,202.0,248.0,220.0
2031,201009307.jpg,400,267,bottle,277.0,136.0,298.0,154.0
2032,201009307.jpg,400,267,bucket,195.0,108.0,225.0,129.0
2033,201009307.jpg,400,267,plastic_bag,94.0,101.0,203.0,196.0
2034,201009307.jpg,400,267,box,34.0,161.0,57.0,173.0
2035,201009308.jpg,400,267,bowl,285.0,92.0,307.0,108.0
2036,201009308.jpg,400,267,bucket,249.0,75.0,279.0,98.0
2037,201009308.jpg,400,267,bowl,141.0,87.0,159.0,98.0
2038,201009308.jpg,400,267,bottle,171.0,94.0,189.0,103.0
2039,201009309.jpg,400,267,bowl,87.0,73.0,131.0,112.0
2040,201009309.jpg,400,267,bottle,183.0,110.0,200.0,119.0
2041,201009309.jpg,400,267,bucket,131.0,78.0,166.0,115.0
2042,201009309.jpg,400,267,bowl,168.0,104.0,185.0,119.0
2043,201010012.jpg,400,300,styrofoam,122.0,69.0,173.0,97.0
2044,201010013.jpg,400,300,box,129.0,191.0,152.0,207.0
2045,201010017.jpg,800,600,bowl,259.0,396.0,397.0,503.0
2046,201010017.jpg,800,600,bucket,173.0,72.0,472.0,359.0
2047,201010018.jpg,800,600,water_tower,117.0,1.0,499.0,351.0
2048,20101004.jpg,400,300,bucket,244.0,191.0,302.0,280.0
2049,20101004.jpg,400,300,plastic_bag,28.0,162.0,100.0,233.0
2050,20101004.jpg,400,300,plastic_bag,49.0,230.0,112.0,291.0
2051,20101004.jpg,400,300,plastic_bag,91.0,157.0,132.0,198.0
2052,20101004.jpg,400,300,bucket,127.0,140.0,162.0,173.0
2053,20101004.jpg,400,300,bowl,189.0,123.0,206.0,137.0
2054,20101004.jpg,400,300,plastic_bag,203.0,140.0,273.0,160.0
2055,20101004.jpg,400,300,plastic_bag,211.0,123.0,236.0,145.0
2056,20101004.jpg,400,300,plastic_bag,109.0,191.0,162.0,251.0
2057,20101004.jpg,400,300,plastic_bag,209.0,174.0,251.0,204.0
2058,20101004.jpg,400,300,bowl,188.0,97.0,201.0,108.0
2059,20101004.jpg,400,300,bottle,179.0,139.0,194.0,159.0
2060,201010041.jpg,400,300,plastic_bag,258.0,210.0,318.0,274.0
2061,20101005.jpg,400,300,bowl,100.0,1.0,200.0,71.0
2062,2010100510.jpg,300,400,plastic_bag,192.0,4.0,300.0,69.0
2063,201010052.jpg,400,300,bottle,197.0,141.0,237.0,208.0
2064,201010052.jpg,400,300,bottle,142.0,179.0,193.0,241.0
2065,201010052.jpg,400,300,bottle,238.0,233.0,292.0,281.0
2066,201010052.jpg,400,300,bottle,130.0,14.0,178.0,57.0
2067,201010052.jpg,400,300,bottle,83.0,2.0,112.0,35.0
2068,201010055.jpg,400,300,water_tower,186.0,64.0,281.0,225.0
2069,201010055.jpg,400,300,styrofoam,254.0,197.0,305.0,231.0
2070,201010055.jpg,400,300,styrofoam,285.0,227.0,347.0,265.0
2071,201010055.jpg,400,300,styrofoam,196.0,227.0,247.0,255.0
2072,201010055.jpg,400,300,styrofoam,135.0,233.0,190.0,257.0
2073,201010055.jpg,400,300,plastic_bag,102.0,227.0,137.0,253.0
2074,201010056.jpg,400,300,plastic_bag,277.0,83.0,318.0,110.0
2075,201010056.jpg,400,300,plastic_bag,181.0,134.0,214.0,153.0
2076,201010056.jpg,400,300,box,123.0,255.0,145.0,270.0
2077,201010061.jpg,400,300,styrofoam,24.0,212.0,76.0,251.0
2078,201010061.jpg,400,300,plastic_bag,182.0,165.0,338.0,204.0
2079,201010061.jpg,400,300,bowl,229.0,232.0,261.0,255.0
2080,201010061.jpg,400,300,plastic_bag,267.0,250.0,299.0,268.0
2081,201010061.jpg,400,300,plastic_bag,335.0,266.0,358.0,294.0
2082,201010061.jpg,400,300,water_tower,136.0,1.0,187.0,42.0
2083,201010065.jpg,400,300,bucket,54.0,100.0,141.0,244.0
2084,201010065.jpg,400,300,bucket,239.0,121.0,339.0,295.0
2085,201010065.jpg,400,300,tire,1.0,160.0,45.0,211.0
2086,20101012.jpg,400,301,bucket,60.0,258.0,101.0,300.0
2087,20101012.jpg,400,301,bucket,323.0,217.0,346.0,241.0
2088,20101012.jpg,400,301,bowl,294.0,198.0,308.0,208.0
2089,201010121.jpg,400,301,bucket,133.0,154.0,247.0,277.0
2090,201010121.jpg,400,301,bottle,252.0,42.0,280.0,84.0
2091,201010121.jpg,400,301,box,288.0,2.0,400.0,207.0
2092,201010121.jpg,400,301,bucket,285.0,119.0,382.0,285.0
2093,201010121.jpg,400,301,plate,259.0,83.0,285.0,107.0
2094,201010122.jpg,400,301,toilet,135.0,83.0,207.0,178.0
2095,201010124.jpg,400,301,bowl,326.0,201.0,374.0,252.0
2096,201010124.jpg,400,301,bowl,338.0,190.0,363.0,212.0
2097,201010124.jpg,400,301,bowl,89.0,125.0,106.0,145.0
2098,201010124.jpg,400,301,bottle,159.0,265.0,185.0,299.0
2099,201010124.jpg,400,301,bottle,292.0,184.0,321.0,207.0
2100,201010129.jpg,400,300,tire,116.0,44.0,273.0,243.0
2101,201010129.jpg,400,300,tire,48.0,32.0,215.0,221.0
2102,201010129.jpg,400,300,tire,75.0,202.0,161.0,269.0
2103,201010129.jpg,400,300,plastic_bag,236.0,171.0,346.0,300.0
2104,20101013.jpg,400,300,plastic_bag,43.0,107.0,111.0,151.0
2105,201010132.jpg,400,300,water_tower,170.0,146.0,232.0,190.0
2106,201010133.jpg,400,300,bowl,186.0,105.0,213.0,129.0
2107,201010133.jpg,400,300,bowl,210.0,94.0,238.0,127.0
2108,201010133.jpg,400,300,tub,162.0,122.0,324.0,221.0
2109,201010134.jpg,400,300,bowl,79.0,112.0,101.0,133.0
2110,201010134.jpg,400,300,bowl,62.0,113.0,79.0,130.0
2111,201010134.jpg,400,300,bucket,43.0,53.0,80.0,83.0
2112,201010134.jpg,400,300,bucket,1.0,231.0,45.0,300.0
2113,201010134.jpg,400,300,bucket,66.0,270.0,94.0,300.0
2114,201010134.jpg,400,300,box,98.0,169.0,224.0,279.0
2115,201010134.jpg,400,300,plastic_bag,211.0,21.0,261.0,90.0
2116,201010134.jpg,400,300,plastic_bag,217.0,102.0,313.0,191.0
2117,201010134.jpg,400,300,plastic_bag,295.0,92.0,343.0,123.0
2118,201010134.jpg,400,300,plastic_bag,155.0,122.0,206.0,160.0
2119,201010134.jpg,400,300,plastic_bag,170.0,97.0,204.0,117.0
2120,201010134.jpg,400,300,box,148.0,157.0,184.0,185.0
2121,201010134.jpg,400,300,plastic_bag,303.0,39.0,343.0,91.0
2122,201010172.jpg,400,300,bucket,125.0,105.0,257.0,229.0
2123,201010173.jpg,400,301,bowl,167.0,178.0,203.0,215.0
2124,201010191.jpg,400,300,tire,294.0,192.0,353.0,267.0
2125,20101020.jpg,400,300,water_tower,107.0,56.0,263.0,299.0
2126,20101020.jpg,400,300,water_tower,267.0,7.0,397.0,179.0
2127,201010204.jpg,300,400,bucket,47.0,140.0,82.0,192.0
2128,201010205.jpg,400,300,styrofoam,156.0,123.0,195.0,150.0
2129,201010205.jpg,400,300,styrofoam,354.0,150.0,398.0,194.0
2130,201010205.jpg,400,300,styrofoam,345.0,192.0,386.0,214.0
2131,201010205.jpg,400,300,styrofoam,218.0,153.0,251.0,172.0
2132,201010205.jpg,400,300,styrofoam,224.0,179.0,255.0,199.0
2133,201010205.jpg,400,300,styrofoam,202.0,170.0,227.0,191.0
2134,201010205.jpg,400,300,styrofoam,179.0,166.0,201.0,186.0
2135,201010205.jpg,400,300,styrofoam,342.0,208.0,377.0,233.0
2136,201010206.jpg,400,300,bucket,259.0,192.0,273.0,210.0
2137,201010207.jpg,400,300,styrofoam,172.0,181.0,198.0,194.0
2138,201010207.jpg,400,300,styrofoam,198.0,179.0,229.0,195.0
2139,201010207.jpg,400,300,styrofoam,170.0,193.0,196.0,207.0
2140,201010207.jpg,400,300,styrofoam,198.0,205.0,222.0,215.0
2141,201010208.jpg,400,300,bucket,16.0,150.0,69.0,218.0
2142,201010208.jpg,400,300,bowl,249.0,143.0,264.0,154.0
2143,201010208.jpg,400,300,bucket,288.0,138.0,300.0,151.0
2144,201010208.jpg,400,300,bucket,280.0,128.0,297.0,144.0
2145,201010208.jpg,400,300,box,99.0,164.0,131.0,177.0
2146,201010208.jpg,400,300,plastic_bag,14.0,54.0,48.0,82.0
2147,201010214.jpg,300,400,bottle,240.0,291.0,247.0,305.0
2148,201010214.jpg,300,400,bottle,248.0,281.0,256.0,292.0
2149,201010214.jpg,300,400,bucket,118.0,290.0,138.0,311.0
2150,201010214.jpg,300,400,bowl,92.0,292.0,113.0,302.0
2151,201010214.jpg,300,400,plastic_bag,31.0,309.0,91.0,362.0
2152,201010214.jpg,300,400,plastic_bag,1.0,300.0,30.0,343.0
2153,20101023.jpg,400,300,bottle,289.0,101.0,300.0,122.0
2154,20101023.jpg,400,300,bottle,109.0,68.0,126.0,77.0
2155,20101023.jpg,400,300,bottle,56.0,68.0,78.0,80.0
2156,2010102310.jpg,400,300,bucket,203.0,141.0,227.0,178.0
2157,2010102310.jpg,400,300,bucket,173.0,156.0,193.0,182.0
2158,201010232.jpg,400,300,bucket,179.0,175.0,255.0,271.0
2159,201010232.jpg,400,300,tire,235.0,73.0,261.0,156.0
2160,201010238.jpg,400,300,plastic_bag,108.0,154.0,168.0,300.0
2161,201010238.jpg,400,300,plastic_bag,216.0,178.0,329.0,300.0
2162,201010238.jpg,400,300,plastic_bag,202.0,111.0,260.0,178.0
2163,201010238.jpg,400,300,bowl,201.0,98.0,228.0,110.0
2164,201010238.jpg,400,300,plastic_bag,180.0,172.0,217.0,228.0
2165,20101024.jpg,300,225,bucket,56.0,149.0,86.0,179.0
2166,20101024.jpg,300,225,bottle,80.0,121.0,87.0,142.0
2167,201010241.jpg,300,225,bucket,161.0,99.0,233.0,175.0
2168,201010241.jpg,300,225,bowl,30.0,126.0,142.0,225.0
2169,201010241.jpg,300,225,plate,56.0,54.0,106.0,68.0
2170,201010241.jpg,300,225,bucket,123.0,1.0,213.0,28.0
2171,201010241.jpg,300,225,box,140.0,9.0,251.0,55.0
2172,201010241.jpg,300,225,bowl,46.0,92.0,73.0,121.0
2173,201010241.jpg,300,225,bowl,126.0,116.0,155.0,147.0
2174,201010241.jpg,300,225,bowl,109.0,87.0,145.0,116.0
2175,201010241.jpg,300,225,bowl,144.0,82.0,170.0,107.0
2176,201010241.jpg,300,225,bowl,169.0,92.0,192.0,116.0
2177,201010248.jpg,353,264,box,60.0,110.0,167.0,231.0
2178,201010248.jpg,353,264,bucket,176.0,127.0,224.0,219.0
2179,201010248.jpg,353,264,box,134.0,1.0,230.0,71.0
2180,201010251.jpg,400,301,bowl,181.0,209.0,202.0,222.0
2181,201010251.jpg,400,301,bottle,172.0,204.0,181.0,222.0
2182,201010251.jpg,400,301,bucket,209.0,187.0,236.0,223.0
2183,201010251.jpg,400,301,bottle,357.0,129.0,366.0,155.0
2184,201010251.jpg,400,301,plastic_bag,306.0,220.0,348.0,237.0
2185,201010251.jpg,400,301,plastic_bag,351.0,191.0,400.0,284.0
